"amount","freq","HPA","ask1","ask2","ask3","control","treatment","ask","ratio","size","gave","sizeno","years","couple","female","redcty","bluecty","askd1","askd2","askd3","cases","nonlit","ratio2","ratio3","size25","size50","size100","MRM2","dormant","ltmedMRA","red0","blue0","close25","amountchange"
0,4,25,35,45,55,0,1,3,1,1,0,0,8,1,0,1,0,0,0,1,0,0,0,0,1,0,0,19,1,1,0,1,1,-20
0,5,55,65,85,100,0,1,2,3,2,0,0,8,0,0,0,1,0,1,0,3,4,0,1,0,1,0,6,0,0,0,1,0,-55
0,7,35,45,60,70,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,1,0,0,0,0,0,7,0,1,1,0,0,-18
0,9,25,35,45,55,0,1,2,1,1,0,0,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,37,1,1,0,1,0,-25
0,13,75,85,110,130,0,1,3,1,2,0,0,8,0,0,0,1,0,0,1,2,1,0,0,0,1,0,6,0,0,0,1,0,-75
0,12,75,85,110,130,0,1,1,2,4,0,1,8,0,1,1,0,1,0,0,1,3,1,0,0,0,0,11,1,1,0,1,0,-20
0,18,50,55,70,85,0,1,3,3,3,0,0,8,0,0,1,0,0,0,1,0,4,0,1,0,0,1,13,1,1,1,0,1,-20
0,18,25,35,45,55,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,-25
0,12,75,85,110,130,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,1,-50
0,3,100,25,35,50,0,1,2,2,1,0,0,8,0,1,0,1,0,1,0,0,0,1,0,1,0,0,6,0,0,0,1,1,-100
0,5,25,25,35,50,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,3,0,0,0,0,0,5,0,1,0,1,0,-25
0,16,300,500,625,750,0,1,3,2,2,0,0,8,0,1,1,0,0,0,1,4,5,1,0,0,1,0,6,0,0,0,1,1,-35
0,12,65,75,95,120,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,3,4,0,0,0,0,0,6,0,0,0,1,0,-50
0,14,100,125,160,190,0,1,1,3,4,0,1,8,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,0,0,1,0,0,-50
0,10,65,75,95,120,0,1,3,2,4,0,1,8,0,1,1,0,0,0,1,4,5,1,0,0,0,0,6,0,0,0,1,1,-65
0,10,50,55,70,85,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,6,0,0,0,0,0,39,1,0,1,0,0,-50
0,8,55,65,85,100,0,1,2,2,1,0,0,8,0,0,0,1,0,1,0,1,2,1,0,1,0,0,6,0,0,1,0,0,-55
0,23,55,65,85,100,0,1,1,3,4,0,1,8,0,1,0,1,1,0,0,4,5,0,1,0,0,0,5,0,0,0,1,1,-50
0,27,50,55,70,85,0,1,3,3,1,0,0,8,0,0,1,0,0,0,1,0,1,0,1,1,0,0,29,1,1,1,0,0,-20
0,3,85,25,35,50,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,19,1,0,1,0,1,-85
0,7,100,125,160,190,0,1,1,1,1,0,0,8,0,0,1,0,1,0,0,1,3,0,0,1,0,0,17,1,0,0,1,0,-100
0,7,75,85,110,130,0,1,3,3,2,0,0,8,0,0,0,1,0,0,1,1,0,0,1,0,1,0,43,1,0,0,1,0,-40
0,18,65,75,95,120,0,1,3,3,3,0,0,8,1,0,1,0,0,0,1,2,6,0,1,0,0,1,5,0,0,1,0,0,-50
0,2,35,45,60,70,0,1,3,3,2,0,0,8,0,0,1,0,0,0,1,3,4,0,1,0,1,0,6,0,0,0,1,0,-35
0,9,50,55,70,85,0,1,1,2,1,0,0,8,0,1,1,0,1,0,0,2,1,1,0,1,0,0,5,0,0,0,1,0,-50
0,20,65,75,95,120,0,1,1,2,1,0,0,8,0,0,0,1,1,0,0,1,0,1,0,1,0,0,11,1,1,1,0,0,-25
0,10,35,45,60,70,0,1,3,1,2,0,0,8,,,1,0,0,0,1,0,0,0,0,0,1,0,21,1,1,0,1,0,-25
0,22,100,125,160,190,0,1,1,3,2,0,0,8,0,1,1,0,1,0,0,0,4,0,1,0,1,0,4,0,0,1,0,1,-50
0,11,500,750,950,1125,0,1,2,3,1,0,0,8,0,0,1,0,0,1,0,4,5,0,1,1,0,0,31,1,0,0,1,1,-100
0,10,25,35,45,55,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,0,-25
0,5,60,65,85,100,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,1,0,0,1,1,-60
0,6,100,125,160,190,0,1,1,2,3,0,0,8,0,0,0,1,1,0,0,2,0,1,0,0,0,1,4,0,0,0,1,0,-50
0,8,55,65,85,100,0,1,2,3,4,0,1,8,0,0,0,1,0,1,0,3,4,0,1,0,0,0,6,0,0,0,1,0,-55
0,6,45,55,70,85,0,1,3,2,4,0,1,8,0,0,0,1,0,0,1,0,4,1,0,0,0,0,1,0,0,1,0,1,-40
0,6,65,75,95,120,0,1,1,1,4,0,1,8,0,0,1,0,1,0,0,3,4,0,0,0,0,0,19,1,0,0,1,0,-50
0,12,35,45,60,70,0,1,3,3,4,0,1,8,0,0,0,1,0,0,1,3,4,0,1,0,0,0,43,1,1,0,1,0,-30
0,10,35,45,60,70,0,1,3,2,2,0,0,8,1,0,0,1,0,0,1,1,1,1,0,0,1,0,5,0,0,1,0,0,-35
0,20,50,55,70,85,0,1,3,2,4,0,1,8,0,0,0,1,0,0,1,1,4,1,0,0,0,0,2,0,1,1,0,1,-25
0,5,100,125,160,190,0,1,2,3,2,0,0,8,0,1,0,1,0,1,0,0,5,0,1,0,1,0,32,1,0,1,0,0,-100
0,6,35,45,60,70,0,1,2,2,1,0,0,8,0,0,1,0,0,1,0,2,6,1,0,1,0,0,40,1,1,1,0,0,-20
0,4,150,175,220,265,0,1,3,2,4,0,1,8,0,1,0,1,0,0,1,3,4,1,0,0,0,0,32,1,0,0,1,0,-100
0,8,55,65,85,100,0,1,3,2,3,0,0,8,0,1,1,0,0,0,1,2,6,1,0,0,0,1,5,0,0,1,0,0,-55
10,28,20,25,35,50,0,1,2,3,2,1,0,8,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0
0,5,100,25,35,50,0,1,3,2,2,0,0,8,,,1,0,0,0,1,1,2,1,0,0,1,0,42,1,0,1,0,0,-75
0,4,50,25,35,50,0,1,2,1,2,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,1,-50
0,5,35,45,60,70,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,-35
0,9,100,125,160,190,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,3,4,0,0,0,0,0,21,1,0,0,1,0,-100
0,15,250,500,625,750,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,4,0,0,0,0,0,39,1,0,0,1,0,-100
1,35,100,125,160,190,0,1,3,3,4,1,1,8,0,0,1,0,0,0,1,1,4,0,1,0,0,0,4,0,1,1,0,1,-1
0,11,50,55,70,85,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,-50
0,14,20,25,35,50,0,1,2,3,4,0,1,8,0,1,1,0,0,1,0,1,3,0,1,0,0,0,10,1,1,0,1,0,-10
0,9,35,45,60,70,1,0,0,0,0,0,0,8,0,1,1,0,0,0,0,3,4,0,0,0,0,0,4,0,1,0,1,0,-25
0,13,35,45,60,70,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,1,1,0,0,-15
0,17,50,55,70,85,0,1,3,3,3,0,0,8,1,0,1,0,0,0,1,1,3,0,1,0,0,1,6,0,1,1,0,0,-30
0,7,50,55,70,85,0,1,2,1,3,0,0,8,0,1,0,1,0,1,0,2,6,0,0,0,0,1,6,0,0,1,0,0,-50
0,6,65,75,95,120,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,3,4,0,0,0,0,0,19,1,0,0,1,0,-65
0,9,75,85,110,130,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30,1,0,0,1,1,-75
0,12,100,125,160,190,0,1,1,2,4,0,1,8,0,0,0,1,1,0,0,4,5,1,0,0,0,0,6,0,0,0,1,1,-100
0,5,60,65,85,100,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,1,0,0,0,0,0,41,1,0,1,0,0,-50
0,4,40,25,35,50,0,1,2,3,1,0,0,8,0,1,0,1,0,1,0,3,4,0,1,1,0,0,33,1,1,0,1,0,-25
0,28,50,55,70,85,0,1,2,2,3,0,0,8,0,0,1,0,0,1,0,1,5,1,0,0,0,1,3,0,1,1,0,0,-15
0,6,55,65,85,100,0,1,1,2,2,0,0,8,0,0,1,0,1,0,0,2,6,1,0,0,1,0,6,0,0,1,0,0,-40
0,12,65,75,95,120,0,1,1,1,3,0,0,8,0,0,1,0,1,0,0,2,1,0,0,0,0,1,7,0,0,1,0,0,-50
0,9,50,55,70,85,0,1,1,3,4,0,1,8,0,0,0,1,1,0,0,4,5,0,1,0,0,0,4,0,0,0,1,1,-50
0,16,50,55,70,85,0,1,2,3,4,0,1,8,0,1,0,1,0,1,0,1,4,0,1,0,0,0,6,0,1,1,0,1,-25
0,6,100,125,160,190,0,1,2,3,2,0,0,8,0,0,0,1,0,1,0,1,0,0,1,0,1,0,6,0,0,0,1,0,-100
0,28,80,85,110,130,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,-50
0,9,25,35,45,55,0,1,2,3,1,0,0,8,0,1,0,1,0,1,0,1,3,0,1,1,0,0,5,0,1,0,1,0,-15
0,6,100,125,160,190,0,1,2,1,4,0,1,8,0,0,1,0,0,1,0,1,5,0,0,0,0,0,31,1,0,1,0,0,-100
0,8,100,125,160,190,0,1,2,1,1,0,0,8,0,0,0,1,0,1,0,3,4,0,0,1,0,0,7,0,0,0,1,0,-100
0,21,30,35,45,55,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,1,0,-20
0,6,35,45,60,70,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,1,0,-35
0,3,68,75,95,120,0,1,2,2,4,0,1,8,0,0,1,0,0,1,0,0,1,1,0,0,0,0,30,1,0,0,1,0,-43
0,5,200,25,35,50,0,1,2,2,1,0,0,8,0,0,0,1,0,1,0,0,0,1,0,1,0,0,8,1,0,0,1,1,-100
0,9,50,55,70,85,1,0,0,0,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,-50
0,8,50,55,70,85,1,0,0,0,0,0,0,8,1,0,1,0,0,0,0,1,4,0,0,0,0,0,6,0,1,1,0,1,-30
0,9,65,75,95,120,0,1,2,3,1,0,0,8,0,0,1,0,0,1,0,3,1,0,1,1,0,0,2,0,0,1,0,0,-65
0,56,15,25,35,50,0,1,1,3,4,0,1,8,0,0,0,1,1,0,0,1,5,0,1,0,0,0,2,0,1,1,0,0,-10
0,8,50,55,70,85,0,1,1,3,4,0,1,8,,,1,0,1,0,0,1,2,0,1,0,0,0,38,1,1,1,0,0,-25
0,2,65,25,35,50,0,1,2,1,4,0,1,8,0,1,1,0,0,1,0,1,1,0,0,0,0,0,36,1,0,1,0,0,-65
0,13,50,55,70,85,1,0,0,0,0,0,0,8,1,0,0,1,0,0,0,2,0,0,0,0,0,0,30,1,0,0,1,0,-50
0,20,25,35,45,55,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,3,0,0,0,0,0,8,1,1,0,1,0,-25
0,17,200,250,315,375,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,1,0,1,0,0,-100
0,9,100,125,160,190,1,0,0,0,0,0,0,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,-100
0,36,30,35,45,55,0,1,3,1,4,0,1,8,0,0,1,0,0,0,1,3,4,0,0,0,0,0,13,1,1,0,1,0,-20
0,14,50,55,70,85,1,0,0,0,0,0,0,8,0,1,1,0,0,0,0,3,4,0,0,0,0,0,1,0,1,0,1,0,-25
0,21,25,35,45,55,0,1,1,3,4,0,1,8,0,0,0,1,1,0,0,3,4,0,1,0,0,0,18,1,1,0,1,0,-20
0,9,50,55,70,85,0,1,2,1,3,0,0,8,0,1,1,0,0,1,0,1,3,0,0,0,0,1,8,1,1,0,1,0,-10
0,9,35,45,60,70,0,1,2,1,3,0,0,8,1,0,1,0,0,1,0,3,4,0,0,0,0,1,5,0,1,0,1,0,-25
0,10,190,200,250,300,0,1,2,1,2,0,0,8,0,0,0,1,0,1,0,,,0,0,0,1,0,36,1,0,0,1,0,-190
0,10,300,500,625,750,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,0,0,1,0,1,-50
0,6,130,150,190,225,0,1,2,2,2,0,0,8,0,1,0,1,0,1,0,3,4,1,0,0,1,0,2,0,1,0,1,0,-25
0,5,200,25,35,50,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,1,0,1,0,1,-200
0,11,110,125,160,190,0,1,3,3,1,0,0,8,0,1,1,0,0,0,1,3,1,0,1,1,0,0,2,0,1,1,0,0,-25
50,14,100,125,160,190,1,0,0,0,0,1,0,8,0,0,0,1,0,0,0,3,4,0,0,0,0,0,5,0,0,0,1,0,0
0,7,50,55,70,85,0,1,3,3,2,0,0,8,0,0,0,1,0,0,1,0,4,0,1,0,1,0,31,1,1,1,0,1,-15
0,5,250,500,625,750,1,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,20,1,0,0,1,0,-250
0,9,50,25,35,50,1,0,0,0,0,0,0,8,0,1,1,0,0,0,0,3,4,0,0,0,0,0,21,1,0,0,1,0,-50
0,11,20,25,35,50,0,1,1,1,4,0,1,8,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2,0,1,0,1,0,-15
0,9,25,35,45,55,0,1,3,3,1,0,0,8,0,1,1,0,0,0,1,1,0,0,1,1,0,0,17,1,1,0,1,1,-25
0,12,140,150,190,225,0,1,1,3,2,0,0,8,0,0,0,1,1,0,0,0,4,0,1,0,1,0,4,0,0,1,0,1,-100
0,3,55,25,35,50,0,1,1,3,4,0,1,8,0,1,1,0,1,0,0,3,4,0,1,0,0,0,30,1,0,0,1,0,-55
0,9,65,75,95,120,0,1,2,3,4,0,1,8,0,0,0,1,0,1,0,4,5,0,1,0,0,0,7,0,1,0,1,1,-30
0,10,75,85,110,130,0,1,3,2,3,0,0,8,0,0,0,1,0,0,1,2,0,1,0,0,0,1,7,0,0,0,1,0,-75
0,71,50,55,70,85,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,-25
0,21,50,55,70,85,1,0,0,0,0,0,0,8,,,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,1,-20
0,24,35,45,60,70,0,1,1,1,4,0,1,8,0,0,1,0,1,0,0,1,4,0,0,0,0,0,4,0,1,1,0,1,-20
0,8,85,95,120,145,0,1,2,2,2,0,0,8,0,0,0,1,0,1,0,3,4,1,0,0,1,0,3,0,0,0,1,0,-70
0,9,50,55,70,85,0,1,3,2,3,0,0,8,0,0,0,1,0,0,1,1,4,1,0,0,0,1,3,0,0,1,0,1,-35
0,10,35,45,60,70,0,1,1,1,3,0,0,8,0,0,0,1,1,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,-35
0,46,100,125,160,190,0,1,2,2,2,0,0,8,0,0,1,0,0,1,0,1,3,1,0,0,1,0,3,0,0,0,1,0,-100
0,4,60,65,85,100,0,1,2,2,4,0,1,8,0,0,0,1,0,1,0,3,4,1,0,0,0,0,42,1,0,0,1,0,-60
0,9,35,45,60,70,0,1,2,1,3,0,0,8,0,0,1,0,0,1,0,3,4,0,0,0,0,1,19,1,1,0,1,0,-25
0,10,35,45,60,70,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,1,1,0,0,-25
0,7,70,75,95,120,1,0,0,0,0,0,0,8,0,1,0,1,0,0,0,1,3,0,0,0,0,0,14,1,0,0,1,0,-50
0,6,150,175,220,265,0,1,2,3,4,0,1,8,0,0,0,1,0,1,0,0,4,0,1,0,0,0,31,1,0,1,0,1,-100
0,7,55,65,85,100,0,1,1,2,1,0,0,8,0,1,1,0,1,0,0,1,0,1,0,1,0,0,17,1,0,1,0,0,-50
0,3,50,55,70,85,0,1,1,3,4,0,1,8,0,1,1,0,1,0,0,0,1,0,1,0,0,0,34,1,0,0,1,0,-50
0,4,35,45,60,70,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,4,0,0,0,0,0,41,1,1,0,1,0,-30
0,20,100,125,160,190,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,6,0,0,0,0,0,11,1,0,1,0,0,-50
0,4,35,25,35,50,0,1,1,2,2,0,0,8,0,1,0,1,1,0,0,1,1,1,0,0,1,0,5,0,0,1,0,0,-35
0,9,50,55,70,85,1,0,0,0,0,0,0,8,0,1,0,1,0,0,0,3,4,0,0,0,0,0,4,0,0,0,1,0,-50
0,2,45,25,35,50,1,0,0,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,1,0,1,0,0,-45
0,2,35,25,35,50,0,1,3,3,2,0,0,8,0,0,0,1,0,0,1,2,1,0,1,0,1,0,30,1,0,0,1,0,-35
0,10,25,35,45,55,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,4,0,0,0,0,0,7,0,1,0,1,0,-25
0,3,45,55,70,85,0,1,1,2,3,0,0,8,0,0,0,1,1,0,0,2,1,1,0,0,0,1,30,1,0,0,1,0,-45
0,22,90,95,120,145,0,1,3,3,2,0,0,8,0,0,0,1,0,0,1,3,4,0,1,0,1,0,1,0,1,0,1,0,-25
0,17,40,45,60,70,0,1,1,1,4,0,1,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,23,1,1,0,1,0,-25
0,8,50,55,70,85,0,1,2,2,3,0,0,8,0,0,0,1,0,1,0,2,1,1,0,0,0,1,16,1,0,0,1,0,-50
0,17,50,55,70,85,0,1,2,3,1,0,0,8,0,0,0,1,0,1,0,3,4,0,1,1,0,0,3,0,1,0,1,0,-25
0,3,50,55,70,85,0,1,1,1,4,0,1,8,0,1,0,1,1,0,0,3,4,0,0,0,0,0,2,0,0,0,1,0,-50
0,7,15,25,35,50,0,1,2,3,3,0,0,8,0,0,0,1,0,1,0,2,5,0,1,0,0,1,7,0,1,0,1,0,-10
0,8,100,25,35,50,0,1,2,1,4,0,1,8,1,0,1,0,0,1,0,1,0,0,0,0,0,0,8,1,1,1,0,0,-30
0,2,25,25,35,50,0,1,3,1,4,0,1,8,0,1,0,1,0,0,1,2,1,0,0,0,0,0,33,1,1,1,0,0,-25
0,9,75,85,110,130,0,1,2,1,3,0,0,8,1,0,1,0,0,1,0,3,4,0,0,0,0,1,5,0,0,0,1,0,-50
0,14,100,125,160,190,0,1,1,3,1,0,0,8,0,0,1,0,1,0,0,3,4,0,1,1,0,0,4,0,0,0,1,0,-100
0,9,160,175,220,265,0,1,1,3,3,0,0,8,0,0,1,0,1,0,0,1,3,0,1,0,0,1,18,1,0,1,0,0,-50
0,9,85,95,120,145,0,1,1,1,4,0,1,8,0,0,0,1,1,0,0,3,4,0,0,0,0,0,18,1,0,0,1,0,-70
0,17,50,55,70,85,1,0,0,0,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,-25
0,7,55,65,85,100,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,3,0,0,0,0,0,18,1,0,0,1,0,-40
0,12,50,55,70,85,0,1,1,3,2,0,0,8,1,0,0,1,1,0,0,0,4,0,1,0,1,0,6,0,0,1,0,1,-50
0,13,25,35,45,55,0,1,2,2,4,0,1,8,0,0,1,0,0,1,0,1,3,1,0,0,0,0,1,0,1,0,1,0,-15
0,10,160,175,220,265,0,1,3,1,3,0,0,8,0,1,0,1,0,0,1,1,3,0,0,0,0,1,5,0,0,0,1,0,-100
0,9,100,125,160,190,0,1,2,3,2,0,0,8,0,1,1,0,0,1,0,0,0,0,1,0,1,0,9,1,0,0,1,1,-100
0,7,100,125,160,190,0,1,3,2,4,0,1,8,0,0,0,1,0,0,1,2,5,1,0,0,0,0,8,1,0,0,1,0,-100
0,9,55,65,85,100,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,1,0,0,0,0,0,12,1,0,0,1,0,-35
0,66,250,500,625,750,1,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,-250
0,11,25,35,45,55,0,1,3,2,4,0,1,8,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,0,1,0,1,0,-25
0,8,65,75,95,120,0,1,1,1,1,0,0,8,0,0,1,0,1,0,0,4,5,0,0,1,0,0,17,1,0,0,1,1,-65
0,6,65,75,95,120,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,1,0,0,0,0,0,3,0,0,0,1,0,-65
0,7,25,35,45,55,0,1,3,2,3,0,0,8,1,0,0,1,0,0,1,1,0,1,0,0,0,1,8,1,1,0,1,0,-25
0,32,35,45,60,70,0,1,1,2,2,0,0,8,0,0,1,0,1,0,0,0,1,1,0,0,1,0,26,1,1,0,1,0,-30
0,15,25,35,45,55,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,5,0,0,0,0,0,29,1,1,1,0,0,-20
0,12,25,35,45,55,0,1,1,3,2,0,0,8,0,1,0,1,1,0,0,1,3,0,1,0,1,0,2,0,1,0,1,0,-15
0,6,160,175,220,265,0,1,1,2,2,0,0,8,1,0,1,0,1,0,0,0,1,1,0,0,1,0,32,1,0,0,1,0,-100
0,5,35,45,60,70,0,1,2,3,2,0,0,8,0,0,0,1,0,1,0,4,5,0,1,0,1,0,38,1,1,0,1,1,-25
0,3,55,65,85,100,0,1,1,1,4,0,1,8,0,0,1,0,1,0,0,1,5,0,0,0,0,0,5,0,0,1,0,0,-55
0,8,35,45,60,70,0,1,2,3,3,0,0,8,0,0,1,0,0,1,0,0,4,0,1,0,0,1,4,0,1,1,0,1,-25
0,2,50,25,35,50,0,1,2,2,4,0,1,8,0,0,1,0,0,1,0,1,5,1,0,0,0,0,30,1,1,1,0,0,-20
25,13,200,250,315,375,1,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,1,1,0,1,1,0
0,12,42,45,60,70,0,1,1,3,4,0,1,8,0,1,1,0,1,0,0,3,4,0,1,0,0,0,3,0,0,0,1,0,-42
0,4,35,25,35,50,0,1,2,1,1,0,0,8,,,0,1,0,1,0,0,4,0,0,1,0,0,11,1,1,1,0,1,-25
0,7,100,125,160,190,0,1,1,1,1,0,0,8,0,1,0,1,1,0,0,2,1,0,0,1,0,0,3,0,0,0,1,0,-100
0,3,35,25,35,50,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,39,1,0,1,0,0,-35
0,9,55,65,85,100,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1,1,-25
0,43,50,55,70,85,1,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-10
0,12,30,35,45,55,0,1,2,3,2,0,0,8,0,0,0,1,0,1,0,3,4,0,1,0,1,0,4,0,1,0,1,0,-12.5
0,4,30,35,45,55,0,1,1,1,3,0,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,27,1,1,1,0,0,-30
0,31,36,45,60,70,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,-25
0,8,40,45,60,70,0,1,2,2,1,0,0,8,0,0,0,1,0,1,0,0,1,1,0,1,0,0,10,1,0,0,1,0,-35
0,14,65,75,95,120,1,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,36,1,0,0,1,0,-65
0,5,35,25,35,50,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,4,5,0,0,0,0,0,2,0,1,0,1,1,-25
0,15,50,55,70,85,0,1,1,1,4,0,1,8,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,-25
0,4,25,35,45,55,0,1,1,1,4,0,1,8,0,1,1,0,1,0,0,1,3,0,0,0,0,0,41,1,1,0,1,0,-25
0,7,65,75,95,120,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,15,1,1,1,0,0,-25
0,7,50,55,70,85,0,1,3,1,4,0,1,8,0,0,0,1,0,0,1,2,1,0,0,0,0,0,31,1,1,0,1,0,-25
0,11,45,55,70,85,0,1,1,2,1,0,0,8,0,0,0,1,1,0,0,3,4,1,0,1,0,0,3,0,0,0,1,0,-45
0,3,25,35,45,55,0,1,1,1,2,0,0,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,42,1,1,1,0,0,-10
0,6,50,55,70,85,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23,1,0,0,1,0,-50
0,2,50,55,70,85,0,1,2,3,4,0,1,8,0,0,1,0,0,1,0,1,5,0,1,0,0,0,6,0,0,1,0,0,-40
0,7,65,75,95,120,0,1,3,3,4,0,1,8,0,0,1,0,0,0,1,3,4,0,1,0,0,0,43,1,0,0,1,0,-65
0,6,50,55,70,85,0,1,3,3,4,0,1,8,0,0,0,1,0,0,1,2,1,0,1,0,0,0,28,1,1,0,1,0,-25
0,8,35,45,60,70,1,0,0,0,0,0,0,8,0,1,0,1,0,0,0,2,1,0,0,0,0,0,16,1,1,0,1,0,-25
0,16,55,65,85,100,0,1,1,1,1,0,0,8,0,1,1,0,1,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,-35
0,9,100,125,160,190,1,0,0,0,0,0,0,8,0,1,1,0,0,0,0,3,4,0,0,0,0,0,11,1,1,0,1,0,-12.5
0,10,500,750,950,1125,0,1,1,2,1,0,0,8,0,1,0,1,1,0,0,1,1,1,0,1,0,0,24,1,0,1,0,0,-500
0,3,35,45,60,70,0,1,2,1,2,0,0,8,0,0,0,1,0,1,0,1,3,0,0,0,1,0,42,1,1,0,1,0,-25
0,7,50,55,70,85,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,4,0,0,0,0,0,19,1,0,1,0,1,-50
0,9,35,45,60,70,0,1,3,2,1,0,0,8,0,0,0,1,0,0,1,3,4,1,0,1,0,0,18,1,1,0,1,0,-30
0,9,45,55,70,85,0,1,1,2,4,0,1,8,0,0,0,1,1,0,0,3,4,1,0,0,0,0,2,0,0,0,1,0,-45
0,7,100,125,160,190,0,1,1,3,4,0,1,8,0,0,1,0,1,0,0,3,4,0,1,0,0,0,2,0,1,0,1,0,-25
0,18,100,125,160,190,1,0,0,0,0,0,0,8,1,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,-100
0,9,100,125,160,190,1,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,5,0,0,0,0,0,10,1,0,1,0,0,-50
0,20,35,45,60,70,0,1,3,2,4,0,1,8,0,1,0,1,0,0,1,1,3,1,0,0,0,0,5,0,1,0,1,0,-25
0,5,50,55,70,85,1,0,0,0,0,0,0,8,0,1,1,0,0,0,0,2,1,0,0,0,0,0,7,0,0,0,1,0,-50
